brand,model,transmission,make_year,reg_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
Nissan,MAGNITE XL TURBO CVT,Automatic,2021,,Petrol,999.0,38777,1st owner,815000,15513,Yes,Yes,KA19,2021 Nissan MAGNITE XL TURBO CVT
Maruti,Ritz VXI,Manual,2013,,Petrol,1197.0,41105,1st owner,412000,10858,No,No,KA19,2013 Maruti Ritz VXI
Hyundai,NEW SANTRO ERA EXECUTIVE,Manual,2019,,Petrol,1086.0,27402,2nd owner,423000,8265,Yes,No,KA20,2019 Hyundai NEW SANTRO ERA EXECUTIVE
Maruti,Celerio VXI,Manual,2016,,Petrol,998.0,82125,2nd owner,407000,7966,Yes,No,KA21,2016 Maruti Celerio VXI
Maruti,Swift VXI,Manual,2015,,Petrol,1197.0,54321,1st owner,498000,9742,No,No,KA19,2015 Maruti Swift VXI
Hyundai,NEW SANTRO MAGNA,Manual,2022,,Petrol,1086.0,19760,2nd owner,549000,10733,Yes,No,KA21,2022 Hyundai NEW SANTRO MAGNA
Maruti,BREZZA ZXI  AT SMART HYBRID DUAL TONE,Automatic,2022,,Petrol,1462.0,12911,1st owner,1319000,25106,Yes,Yes,KA19,2022 Maruti BREZZA ZXI  AT SMART HYBRID DUAL TONE
Honda,WR-V 1.2L I-VTEC SV MT,Manual,2020,,Petrol,1199.0,32806,2nd owner,736000,14380,Yes,No,KA20,2020 Honda WR-V 1.2L I-VTEC SV MT
KIA,SELTOS GTX 1.4 PETROL,Manual,2020,,Petrol,1353.0,34499,2nd owner,1341000,25518,Yes,No,KA01,2020 KIA SELTOS GTX 1.4 PETROL
Mahindra,Thar LX D 4*4 MT HT,Manual,2023,,Diesel,2184.0,21597,1st owner,1596000,30378,Yes,Yes,KA41,2023 Mahindra Thar LX D 4*4 MT HT
Honda,BR-V 1.5L I-VTEC S,Manual,2016,,Petrol,1497.0,57922,2nd owner,591000,11562,No,Yes,KA04,2016 Honda BR-V 1.5L I-VTEC S
Maruti,Alto VXI PLUS,Manual,2022,,Petrol,796.0,9314,1st owner,439000,8580,Yes,No,KA01,2022 Maruti Alto VXI PLUS
Hyundai,i10 SPORTZ 1.2 AT,Automatic,2013,,Petrol,1197.0,79159,1st owner,401000,10562,No,No,KA03,2013 Hyundai i10 SPORTZ 1.2 AT
Maruti,Celerio VXI AMT,Automatic,2014,,Petrol,998.0,50222,1st owner,385000,8564,Yes,No,KA41,2014 Maruti Celerio VXI AMT
Tata,NEXON XZ PLUS PETROL SUNROOF,Manual,2023,,Petrol,1199.0,20220,1st owner,1096000,20861,Yes,No,KA51,2023 Tata NEXON XZ PLUS PETROL SUNROOF
Tata,Tiago XZ PLUS PETROL,Manual,2019,,Petrol,1199.0,31029,2nd owner,532000,10398,Yes,No,KA04,2019 Tata Tiago XZ PLUS PETROL
Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,Manual,2021,,Petrol,1197.0,29729,1st owner,672000,13146,Yes,No,KA51,2021 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2015,,Petrol,1197.0,16847,1st owner,446000,8721,Yes,No,KA51,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Ford,Ecosport TITANIUM + 1.5L PETROL AT,Automatic,2018,,Petrol,1497.0,46089,1st owner,808000,15374,Yes,No,KA02,2018 Ford Ecosport TITANIUM + 1.5L PETROL AT
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2018,,Petrol,1591.0,73474,1st owner,832000,15836,No,Yes,KA05,2018 Hyundai Creta E PLUS 1.6 PETROL
Ford,Ecosport TITANIUM 1.5 SPORTS(SUNROOF) PETROL,Manual,2021,,Petrol,,19893,2nd owner,1127000,21458,Yes,Yes,KA01,2021 Ford Ecosport TITANIUM 1.5 SPORTS(SUNROOF) PETROL
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2019,,Petrol,1197.0,46693,2nd owner,509000,9957,Yes,No,KA25,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2019,,Petrol,998.0,64222,2nd owner,888000,16906,Yes,No,KA03,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT
KIA,CARENS PRESTIGE PLUS 1.4 PETROL 7 STR,Manual,2022,,Petrol,1353.0,12159,1st owner,1350000,25696,Yes,Yes,KA41,2022 KIA CARENS PRESTIGE PLUS 1.4 PETROL 7 STR
Hyundai,Elite i20 ASTA 1.2 DUAL TONE,Manual,2018,,Petrol,,49401,2nd owner,650000,12708,Yes,No,KA51,2018 Hyundai Elite i20 ASTA 1.2 DUAL TONE
KIA,SELTOS HTK PLUS AT 1.5 DIESEL,Automatic,2021,,Diesel,1493.0,42363,1st owner,1273000,24230,Yes,Yes,KA53,2021 KIA SELTOS HTK PLUS AT 1.5 DIESEL
Tata,ALTROZ XZ PLUS PETROL DARK EDITION,Manual,2021,,Petrol,1199.0,13335,1st owner,830000,15798,Yes,No,KA51,2021 Tata ALTROZ XZ PLUS PETROL DARK EDITION
Maruti,Baleno DELTA PETROL 1.2,Manual,2015,,Petrol,1197.0,34170,2nd owner,563000,11003,No,No,KA05,2015 Maruti Baleno DELTA PETROL 1.2
Maruti,Wagon R 1.0 VXI,Manual,2015,,Petrol,998.0,59940,2nd owner,374000,7312,No,No,KA41,2015 Maruti Wagon R 1.0 VXI
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2014,,Petrol,1197.0,36717,1st owner,424000,9438,Yes,No,KA03,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Maruti,Baleno DELTA PETROL 1.2,Manual,2017,,Petrol,1197.0,56433,1st owner,573000,11194,No,No,KA05,2017 Maruti Baleno DELTA PETROL 1.2
Renault,Kwid RXT 1.0 (O),Manual,2020,,Petrol,999.0,29736,1st owner,463000,9052,Yes,No,KA03,2020 Renault Kwid RXT 1.0 (O)
Hyundai,VENUE SX (O) 1.0 TURBO DCT,Automatic,2022,,Petrol,998.0,7060,1st owner,1250000,23783,Yes,No,KA53,2022 Hyundai VENUE SX (O) 1.0 TURBO DCT
Maruti,Baleno ALPHA 1.2 AGS,Automatic,2022,,Petrol,1197.0,29039,1st owner,913000,17378,Yes,No,KA03,2022 Maruti Baleno ALPHA 1.2 AGS
Hyundai,AURA SX PLUS 1.2 AMT,Automatic,2020,,Petrol,1197.0,6273,1st owner,735000,14365,Yes,No,KA05,2020 Hyundai AURA SX PLUS 1.2 AMT
Ford,FREESTYLE TREND 1.5 DIESEL,Manual,2018,,Diesel,1498.0,61146,1st owner,615000,12023,Yes,No,KA02,2018 Ford FREESTYLE TREND 1.5 DIESEL
Renault,Kwid RXT 1.0 AMT (O),Automatic,2018,,Petrol,999.0,16242,1st owner,419000,8192,Yes,No,KA03,2018 Renault Kwid RXT 1.0 AMT (O)
Maruti,Swift Dzire ZDI,Manual,2014,,Diesel,1248.0,94078,1st owner,539000,14198,No,No,KA02,2014 Maruti Swift Dzire ZDI
Mahindra,XUV500 W10,Manual,2018,,Diesel,2179.0,50013,2nd owner,1303000,24801,Yes,Yes,KA03,2018 Mahindra XUV500 W10
KIA,SONET HTX PLUS 1.5,Manual,2020,,Diesel,1493.0,47174,2nd owner,1064000,20252,Yes,No,KA04,2020 KIA SONET HTX PLUS 1.5
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,9867,1st owner,817000,15551,Yes,No,KA05,2021 Maruti Baleno ZETA CVT PETROL 1.2
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2018,,Petrol,1197.0,44614,1st owner,551000,10765,Yes,No,KA02,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
KIA,SELTOS HTK PLUS 1.5 IMT,Manual,2021,,Petrol,1497.0,22145,1st owner,1179000,22441,Yes,Yes,KA03,2021 KIA SELTOS HTK PLUS 1.5 IMT
Hyundai,i10 SPORTZ 1.2,Manual,2013,,Petrol,1197.0,97143,2nd owner,332000,8745,No,No,KA40,2013 Hyundai i10 SPORTZ 1.2
KIA,SELTOS GTX AT 1.4 PETROL,Automatic,2020,,Petrol,1353.0,29275,1st owner,1405000,26743,Yes,No,KA53,2020 KIA SELTOS GTX AT 1.4 PETROL
Volkswagen,Vento HIGHLINE PLUS 1.5 AT 16 ALLOY,Automatic,2019,,Diesel,1498.0,33647,2nd owner,1126000,21432,Yes,No,KA01,2019 Volkswagen Vento HIGHLINE PLUS 1.5 AT 16 ALLOY
Hyundai,Elite i20 SPORTZ PLUS  1.2 CVT,Automatic,2019,,Petrol,1197.0,45717,1st owner,730000,14268,Yes,No,KA53,2019 Hyundai Elite i20 SPORTZ PLUS  1.2 CVT
Hyundai,VENUE SX 1.0 TURBO,Manual,2021,,Petrol,998.0,23592,1st owner,1010000,19224,Yes,No,KA01,2021 Hyundai VENUE SX 1.0 TURBO
MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2019,,Petrol,1451.0,28869,2nd owner,1388000,26419,Yes,Yes,KA01,2019 MG HECTOR SHARP 1.5 DCT PETROL
Maruti,Celerio ZXI AMT,Automatic,2015,,Petrol,998.0,47926,1st owner,422000,8257,No,No,KA03,2015 Maruti Celerio ZXI AMT
Honda,Amaze 1.2L I-VTEC V CVT,Automatic,2018,,Petrol,1498.0,31254,1st owner,692000,13537,Yes,No,KA51,2018 Honda Amaze 1.2L I-VTEC V CVT
Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Automatic,2019,,Petrol,1197.0,86712,1st owner,575000,11241,Yes,No,KA05,2019 Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT
Tata,NEXON CREATIVE PLUS S 1.2 REVOTRON 6 AMT DT,Automatic,2023,,Petrol,,14221,1st owner,1311000,24957,Yes,Yes,KA53,2023 Tata NEXON CREATIVE PLUS S 1.2 REVOTRON 6 AMT DT
Hyundai,Verna SX 1.5 VTVT,Manual,2020,,Petrol,1497.0,25709,1st owner,1022000,19453,Yes,No,KA53,2020 Hyundai Verna SX 1.5 VTVT
Ford,Ecosport TITANIUM 1.5L PETROL AT,Automatic,2016,,Petrol,1499.0,37728,1st owner,727000,14217,Yes,Yes,KA02,2016 Ford Ecosport TITANIUM 1.5L PETROL AT
Maruti,Celerio ZXI AMT,Automatic,2018,,Petrol,998.0,44678,2nd owner,482000,9419,Yes,No,KA01,2018 Maruti Celerio ZXI AMT
Maruti,Wagon R 1.0 VXI,Manual,2017,,Petrol,998.0,65553,1st owner,409000,7996,No,No,KA02,2017 Maruti Wagon R 1.0 VXI
Hyundai,VENUE SX 1.0 TURBO,Manual,2021,,Petrol,998.0,25926,1st owner,1018000,19377,Yes,No,KA05,2021 Hyundai VENUE SX 1.0 TURBO
Maruti,IGNIS DELTA 1.2 AMT,Automatic,2018,,Petrol,1197.0,34282,1st owner,541000,10577,Yes,No,KA04,2018 Maruti IGNIS DELTA 1.2 AMT
Hyundai,Creta EX 1.5 PETROL,Manual,2021,,Petrol,1497.0,20492,1st owner,1092000,20785,Yes,Yes,KA06,2021 Hyundai Creta EX 1.5 PETROL
Honda,City 1.5L I-VTEC ZX CVT,Automatic,2017,,Petrol,1497.0,91302,1st owner,827000,15741,Yes,No,KA05,2017 Honda City 1.5L I-VTEC ZX CVT
Maruti,Ertiga ZDI,Manual,2012,,Diesel,1248.0,78546,1st owner,609000,28668,No,No,KA51,2012 Maruti Ertiga ZDI
Honda,City 1.5L I-VTEC V AT,Automatic,2013,,Petrol,1497.0,63790,1st owner,496000,13074,No,No,KA05,2013 Honda City 1.5L I-VTEC V AT
Honda,Amaze 1.2L I-VTEC E,Manual,2015,,Petrol,1198.0,98010,2nd owner,351000,6857,No,No,KA03,2015 Honda Amaze 1.2L I-VTEC E
Maruti,Ertiga ZXI+,Manual,2017,,Petrol,1373.0,42088,1st owner,850000,16179,Yes,Yes,KA51,2017 Maruti Ertiga ZXI+
Hyundai,Eon ERA +,Manual,2013,,Petrol,814.0,17366,2nd owner,268000,7058,No,No,KA04,2013 Hyundai Eon ERA +
Tata,Tiago XZA PLUS PETROL,Automatic,2021,,Petrol,1199.0,8751,1st owner,717000,14013,Yes,No,KA04,2021 Tata Tiago XZA PLUS PETROL
Maruti,Baleno ALPHA PETROL 1.2,Manual,2019,,Petrol,,53139,1st owner,681000,13310,Yes,No,KA50,2019 Maruti Baleno ALPHA PETROL 1.2
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,,Petrol,1997.0,23204,2nd owner,1489000,28342,Yes,No,KA03,2021 Mahindra Thar LX PETROL HT 4WD AT
Renault,Kwid RXL,Manual,2018,,Petrol,799.0,18596,1st owner,353000,6901,Yes,No,KA53,2018 Renault Kwid RXL
Maruti,Ertiga ZXI AT SHVS,Automatic,2020,,Petrol,1462.0,27426,1st owner,967000,18406,Yes,Yes,KA53,2020 Maruti Ertiga ZXI AT SHVS
Toyota,Glanza G CVT,Automatic,2021,,Petrol,1197.0,16893,1st owner,810000,15417,Yes,No,KA01,2021 Toyota Glanza G CVT
Renault,Kwid RXT 1.0 AMT (O),Automatic,2019,,Petrol,999.0,19573,1st owner,434000,8476,Yes,No,KA53,2019 Renault Kwid RXT 1.0 AMT (O)
Maruti,XL6 ALPHA AT,Automatic,2021,,Petrol,1462.0,40099,1st owner,1121000,21337,Yes,No,KA53,2021 Maruti XL6 ALPHA AT
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,,Petrol,1591.0,50321,1st owner,822000,15646,Yes,No,KA03,2017 Hyundai Creta E PLUS 1.6 PETROL
Honda,City 1.5L I-DTEC VX,Manual,2019,,Diesel,1498.0,24933,2nd owner,1098000,20899,Yes,No,KA03,2019 Honda City 1.5L I-DTEC VX
Maruti,Alto 800 VXI,Manual,2013,,Petrol,796.0,63551,2nd owner,262000,6892,No,No,KA06,2013 Maruti Alto 800 VXI
Maruti,Swift Dzire VXI,Manual,2013,,Petrol,1197.0,44308,1st owner,465000,12241,Yes,No,KA05,2013 Maruti Swift Dzire VXI
Datsun,Redi Go S,Manual,2016,,Petrol,,36785,2nd owner,258000,5045,Yes,No,KA05,2016 Datsun Redi Go S
Maruti,Wagon R 1.0 VXI,Manual,2012,,Petrol,998.0,58972,1st owner,311000,10318,Yes,No,KA05,2012 Maruti Wagon R 1.0 VXI
Toyota,Glanza G,Manual,2021,,Petrol,1197.0,25206,1st owner,793000,15497,Yes,No,KA04,2021 Toyota Glanza G
Toyota,Glanza V AMT,Automatic,2023,,Petrol,1197.0,24320,1st owner,988000,18806,Yes,No,KA01,2023 Toyota Glanza V AMT
Mahindra,Thar LX  P 4WD AT CONVERTIBLE,Automatic,2021,,Petrol,1997.0,36469,2nd owner,1349000,25685,Yes,No,KA05,2021 Mahindra Thar LX  P 4WD AT CONVERTIBLE
Tata,Nano TWIST XTA,Automatic,2015,,Petrol,624.0,27764,2nd owner,240000,4695,No,No,KA03,2015 Tata Nano TWIST XTA
Renault,TRIBER RXT,Manual,2020,,Petrol,999.0,25078,1st owner,640000,12508,Yes,No,KA04,2020 Renault TRIBER RXT
Hyundai,Creta SX PLUS 1.6 PETROL,Manual,2017,,Petrol,1591.0,42923,2nd owner,954000,18159,Yes,Yes,KA05,2017 Hyundai Creta SX PLUS 1.6 PETROL
Hyundai,i10 ERA 1.1,Manual,2013,,Petrol,,20462,2nd owner,312000,8209,No,No,KA51,2013 Hyundai i10 ERA 1.1
Hyundai,NEW SANTRO ASTA MT,Manual,2022,,Petrol,1086.0,33093,1st owner,586000,11450,Yes,No,KA02,2022 Hyundai NEW SANTRO ASTA MT
Tata,NEXON XZ PLUS PETROL,Manual,2018,,Petrol,1198.0,59693,2nd owner,732000,14309,Yes,Yes,KA03,2018 Tata NEXON XZ PLUS PETROL
Renault,Kwid RXT 1.0 AMT (O),Automatic,2020,,Petrol,999.0,17254,1st owner,483000,9441,Yes,No,KA03,2020 Renault Kwid RXT 1.0 AMT (O)
Maruti,Alto K10 VXI,Manual,2018,,Petrol,998.0,64103,1st owner,348000,6806,Yes,No,KA50,2018 Maruti Alto K10 VXI
Maruti,Swift ZXI,Manual,2013,,Petrol,1197.0,76584,1st owner,466000,12264,No,No,KA05,2013 Maruti Swift ZXI
Tata,NEXON XZA PLUS DIESEL (L),Automatic,2023,,Diesel,1497.0,25005,1st owner,1376000,26193,Yes,No,KA51,2023 Tata NEXON XZA PLUS DIESEL (L)
Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2020,,Petrol,1197.0,53700,1st owner,652000,12738,Yes,No,KA53,2020 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
Renault,Kwid CLIMBER 1.0 AMT,Automatic,2018,,Petrol,999.0,33992,1st owner,430000,8411,Yes,No,KA51,2018 Renault Kwid CLIMBER 1.0 AMT
Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2022,,Petrol,998.0,27660,1st owner,990000,18844,Yes,No,KA53,2022 Hyundai VENUE SX 1.0 TURBO IMT
Maruti,Alto K10 VXI,Manual,2015,,Petrol,998.0,22518,1st owner,336000,6569,No,No,KA02,2015 Maruti Alto K10 VXI
Hyundai,GRAND I10 NIOS ERA 1.2 KAPPA VTVT,Manual,2021,,Petrol,1197.0,44329,1st owner,541000,10580,Yes,No,KA02,2021 Hyundai GRAND I10 NIOS ERA 1.2 KAPPA VTVT
Honda,City 1.5L I-VTE V CVT,Automatic,2018,,Petrol,1497.0,75347,1st owner,794000,15523,Yes,No,KA04,2018 Honda City 1.5L I-VTE V CVT
KIA,CARENS LUXURY PLUS 1.4 PETROL DCT 6 STR,Automatic,2022,,Petrol,1353.0,21693,1st owner,1631000,31045,Yes,Yes,KA01,2022 KIA CARENS LUXURY PLUS 1.4 PETROL DCT 6 STR
Maruti,Ertiga VXI AT SHVS,Automatic,2021,,Petrol,1462.0,12766,1st owner,1006000,19148,Yes,Yes,KA03,2021 Maruti Ertiga VXI AT SHVS
Hyundai,Elite i20 ASTA 1.2 (O),Manual,2018,,Petrol,1197.0,72246,1st owner,685000,13386,No,No,KA51,2018 Hyundai Elite i20 ASTA 1.2 (O)
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2018,,Petrol,1197.0,72076,1st owner,492000,9619,No,No,KA04,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2020,,Petrol,1451.0,23157,1st owner,1571000,29903,Yes,No,KA01,2020 MG HECTOR SHARP 1.5 DCT PETROL
Honda,City 1.5L I-VTEC V MT 4TH GEN,Manual,2022,,Petrol,1497.0,27983,1st owner,1054000,20054,Yes,No,KA05,2022 Honda City 1.5L I-VTEC V MT 4TH GEN
Hyundai,Creta SX PLUS 1.6 PETROL,Manual,2017,,Petrol,1591.0,54360,1st owner,916000,17428,No,No,KA04,2017 Hyundai Creta SX PLUS 1.6 PETROL
KIA,SELTOS GTX PLUS 1.4 PETROL,Manual,2019,,Petrol,,92225,2nd owner,1131000,21520,No,Yes,KA05,2019 KIA SELTOS GTX PLUS 1.4 PETROL
Maruti,Baleno ZETA PETROL 1.2,Manual,2020,,Petrol,1197.0,23902,1st owner,727000,14205,Yes,No,KA02,2020 Maruti Baleno ZETA PETROL 1.2
Honda,City 1.5L I-VTEC ZX,Manual,2023,,Petrol,,17985,1st owner,1419000,27009,Yes,No,KA01,2023 Honda City 1.5L I-VTEC ZX
Renault,Kwid CLIMBER 1.0 AMT,Automatic,2019,,Petrol,,24558,1st owner,487000,9519,Yes,No,KA05,2019 Renault Kwid CLIMBER 1.0 AMT
Maruti,Swift VXI,Manual,2015,,Petrol,1197.0,33371,1st owner,533000,10421,No,No,KA01,2015 Maruti Swift VXI
Hyundai,i20 Active 1.2 S,Manual,2015,,Petrol,1197.0,9160,2nd owner,536000,10476,Yes,No,KA53,2015 Hyundai i20 Active 1.2 S
Tata,TIGOR XZ (O) PETROL,Manual,2017,,Petrol,1199.0,59454,1st owner,497000,9723,Yes,No,KA01,2017 Tata TIGOR XZ (O) PETROL
Tata,Tiago XZA PLUS PETROL,Automatic,2021,,Petrol,1199.0,30711,1st owner,691000,13509,Yes,No,KA51,2021 Tata Tiago XZA PLUS PETROL
Renault,TRIBER RXZ,Manual,2019,,Petrol,999.0,33950,1st owner,676000,13218,Yes,No,KA05,2019 Renault TRIBER RXZ
Maruti,Baleno DELTA PETROL 1.2,Manual,2020,,Petrol,1197.0,40140,2nd owner,688000,13451,Yes,No,KA06,2020 Maruti Baleno DELTA PETROL 1.2
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2013,,Petrol,1197.0,67397,1st owner,395000,10402,No,No,KA04,2013 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Renault,Duster RXL PETROL,Manual,2017,,Petrol,1498.0,65693,2nd owner,662000,12935,No,No,KA01,2017 Renault Duster RXL PETROL
Tata,ALTROZ XZ PETROL,Manual,2021,,Petrol,1199.0,13039,1st owner,788000,15406,Yes,No,KA51,2021 Tata ALTROZ XZ PETROL
Maruti,Celerio ZXI AMT (O),Automatic,2017,,Petrol,,46508,1st owner,475000,9287,Yes,No,KA04,2017 Maruti Celerio ZXI AMT (O)
Maruti,Baleno ZETA PETROL 1.2,Manual,2017,,Petrol,1197.0,97769,1st owner,621000,12137,No,Yes,KA03,2017 Maruti Baleno ZETA PETROL 1.2
Maruti,Swift VXI,Manual,2013,,Petrol,1197.0,28540,2nd owner,431000,11338,No,No,KA05,2013 Maruti Swift VXI
Hyundai,Creta SX 1.5 PETROL,Manual,2020,,Petrol,1497.0,85112,1st owner,1202000,22885,Yes,Yes,KA03,2020 Hyundai Creta SX 1.5 PETROL
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2014,,Petrol,1197.0,32015,1st owner,419000,9329,No,No,KA51,2014 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2017,,Petrol,,27881,2nd owner,428000,8376,No,No,KA51,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2022,,Petrol,,31563,1st owner,1128000,21470,Yes,No,KA04,2022 Hyundai VENUE SX PLUS 1.0 TURBO DCT
MG,HECTOR SHARP HYBRID 1.5 PETROL,Manual,2020,,Petrol,1451.0,25226,1st owner,1439000,27390,Yes,No,KA05,2020 MG HECTOR SHARP HYBRID 1.5 PETROL
Honda,Jazz 1.2L I-VTEC VX,Manual,2018,,Petrol,1199.0,24835,2nd owner,607000,11859,Yes,No,KA53,2018 Honda Jazz 1.2L I-VTEC VX
Honda,Jazz 1.2L I-VTEC VX,Manual,2016,,Petrol,1199.0,38364,2nd owner,529000,10345,Yes,No,KA53,2016 Honda Jazz 1.2L I-VTEC VX
Nissan,MAGNITE XV PREMIUM TURBO CVT,Automatic,2022,,Petrol,999.0,15680,1st owner,938000,17854,Yes,No,KA05,2022 Nissan MAGNITE XV PREMIUM TURBO CVT
MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2019,,Petrol,1451.0,29265,1st owner,1467000,27923,Yes,No,KA04,2019 MG HECTOR SHARP 1.5 DCT PETROL
Maruti,Wagon R 1.0 VXI,Manual,2013,,Petrol,998.0,90273,1st owner,320000,8434,No,No,KA05,2013 Maruti Wagon R 1.0 VXI
Maruti,Alto K10 VXI,Manual,2022,,Petrol,998.0,15445,1st owner,463000,9058,Yes,No,KA01,2022 Maruti Alto K10 VXI
MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2019,,Petrol,1451.0,63876,1st owner,1395000,26553,Yes,Yes,KA04,2019 MG HECTOR SHARP 1.5 DCT PETROL
Tata,PUNCH CREATIVE  AMT,Automatic,2022,,Petrol,1199.0,20082,1st owner,818000,15569,Yes,No,KA03,2022 Tata PUNCH CREATIVE  AMT
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,42378,1st owner,801000,15246,Yes,No,KA50,2021 Maruti Baleno ZETA CVT PETROL 1.2
Honda,City 1.5L I-VTEC V MT,Manual,2017,,Petrol,1497.0,60748,2nd owner,752000,14702,No,No,KA03,2017 Honda City 1.5L I-VTEC V MT
Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,Manual,2020,,Petrol,1197.0,44412,1st owner,592000,11583,Yes,No,KA02,2020 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT
Maruti,Baleno DELTA PETROL 1.2,Manual,2016,,Petrol,1197.0,96098,1st owner,549000,10735,No,No,KA03,2016 Maruti Baleno DELTA PETROL 1.2
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2016,,Diesel,1498.0,86925,2nd owner,632000,12365,Yes,No,KA04,2016 Ford Ecosport TITANIUM 1.5L DIESEL
Maruti,Alto K10 VXI (O) AMT,Automatic,2018,,Petrol,998.0,30370,2nd owner,403000,7879,Yes,No,KA03,2018 Maruti Alto K10 VXI (O) AMT
Renault,Duster RXS CVT,Automatic,2017,,Petrol,1498.0,27930,1st owner,689000,13466,No,No,KA03,2017 Renault Duster RXS CVT
Maruti,Celerio VXI AMT,Automatic,2014,,Petrol,998.0,51839,2nd owner,381000,8481,Yes,No,KA05,2014 Maruti Celerio VXI AMT
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2014,,Petrol,1197.0,86355,1st owner,393000,8742,No,No,KA05,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Maruti,Ertiga ZXI+ SHVS,Manual,2023,,Petrol,1462.0,22505,1st owner,1190000,22651,Yes,Yes,KA03,2023 Maruti Ertiga ZXI+ SHVS
KIA,SELTOS HTK 1.5 DIESEL,Manual,2020,,Diesel,1493.0,58156,2nd owner,1044000,19872,No,Yes,KA53,2020 KIA SELTOS HTK 1.5 DIESEL
Skoda,Rapid AMBITION 1.6 MPI MT PLUS,Manual,2013,,Petrol,1598.0,85375,1st owner,380000,10014,No,No,KA01,2013 Skoda Rapid AMBITION 1.6 MPI MT PLUS
Tata,NEXON XZ PLUS PETROL DUAL TONE,Manual,2018,,Petrol,1198.0,71477,1st owner,816000,15530,Yes,Yes,KA03,2018 Tata NEXON XZ PLUS PETROL DUAL TONE
Maruti,Alto 800 LXI,Manual,2014,,Petrol,796.0,32335,2nd owner,261000,5808,No,Yes,KA03,2014 Maruti Alto 800 LXI
Maruti,Baleno ZETA PETROL 1.2,Manual,2017,,Petrol,1197.0,43222,1st owner,628000,12277,No,No,KA03,2017 Maruti Baleno ZETA PETROL 1.2
Mahindra,XUV500 W11 AT,Automatic,2019,,Diesel,2179.0,68709,1st owner,1573000,29941,Yes,Yes,KA02,2019 Mahindra XUV500 W11 AT
Maruti,Alto K10 VXI,Manual,2017,,Petrol,998.0,67698,2nd owner,340000,6641,Yes,No,KA04,2017 Maruti Alto K10 VXI
Ford,Ecosport AMBIENTE 1.5L DIESEL,Manual,2013,,Diesel,1498.0,72053,1st owner,409000,13585,No,Yes,KA09,2013 Ford Ecosport AMBIENTE 1.5L DIESEL
KIA,SELTOS HTX 1.5 CVT PETROL,Automatic,2021,,Petrol,1497.0,44608,1st owner,1441000,27435,Yes,No,KA04,2021 KIA SELTOS HTX 1.5 CVT PETROL
Maruti,XL6 ZETA MT,Manual,2021,,Petrol,1462.0,22493,1st owner,990000,18844,Yes,No,KA02,2021 Maruti XL6 ZETA MT
